jday	Time	u_ref	T_ref	d_ref	precip	q_par	T_canopy	d_canopy	p_atm	CO2_atm	T0	Tsurf	Troot	Zw	lai	A	Ec
331	11	0.8500000000000146	19.5	2.2644949412961126	0.003991101637936504	318.1533071836442	20.2491396649423	2.372645667203944	77.44926265875492	399	18.96489954590037	18.96489954590037	18.96489954590037	10	1	-999	-999
331	11.5	0.8500000000000146	20.1	2.351057603151066	0.003991101637936504	359.0110860070154	20.818161579628747	2.4580719607988177	77.44926265875492	399	18.411971543692538	18.411971543692538	18.411971543692538	10	1	-999	-999
331	12	0.8500000000000146	15.3	1.7351297973746518	0.005958216069239108	426.8	20.543812744193826	2.417375660347738	77.44926265875492	399	15.463333333333333	15.463333333333333	15.463333333333333	10	1	-999	-999
331	12.5	0.8500000000000146	15.7	1.780206364091431	0.007288894954885659	354.1	20.246021378570116	2.3728990625702098	77.44926265875492	399	15.166666666666666	15.166666666666666	15.166666666666666	10	1	-999	-999
331	13	0.8500000000000146	20.3	2.3805505311961106	0.004063382911469583	493.1	20.27435855496014	2.376765227913841	77.44926265875492	399	14.668333333333333	14.668333333333333	14.668333333333333	10	1	-999	-999
331	13.5	0.8500000000000146	14.9	1.6944577776538006	0.012427167299270608	279.7	20.06697549400354	2.3505626538202242	77.44926265875492	399	15.988	15.988	15.988	10	1	-999	-999
331	14	0.8500000000000146	15.7	1.781995336419932	0.007288894954885659	248	20.465528682380814	2.4072133520526857	77.44926265875492	399	16.086666666666666	16.086666666666666	16.086666666666666	10	1	-999	-999
331	14.5	0.8500000000000146	14.8	1.6815469806008352	0.007371336033761917	325.5	20.31852102865222	2.3855218903366504	77.44926265875492	399	17.018	17.018	17.018	10	1	-999	-999
331	15	0.8500000000000146	14.7	1.6707368593626128	0.007299054760228838	221.6	20.184143947362195	2.3657760930035603	77.44926265875492	399	18.218	18.218	18.218	10	1	-999	-999
331	15.5	0.8500000000000146	14.7	1.6707368593626128	0.007299054760228838	227.8	20.48044730727711	2.4096250407097997	77.44926265875492	399	18.384	18.384	18.384	10	1	-999	-999
331	16	0.8500000000000146	15.1	1.7157241335798203	0.00611580182998732	157.3	20.679448039380635	2.4406341203462834	77.44926265875492	399	19.7525	19.7525	19.7525	10	1	-999	-999
331	16.5	0.8500000000000146	15.5	1.760367060658008	0.00611580182998732	131.8	20.586029197885974	2.4263998372134536	77.44926265875492	399	21	21	21	10	1	-999	-999
331	17	0.8500000000000146	16.2	1.8383655730982646	0.004448162189546554	120.4	20.056850564574912	2.3452160897781233	77.44926265875492	399	20.112000000000002	20.112000000000002	20.112000000000002	10	1	-999	-999
331	17.5	0.8500000000000146	16.3	1.8501215306403702	0.003991101637936504	120.3	19.982772334359957	2.3343727597349644	77.44926265875492	399	18.65833333333333	18.65833333333333	18.65833333333333	10	1	-999	-999
331	18	0.8500000000000146	15.6	1.7684863599664093	0.007375216161692034	120.3	20.06072260351875	2.3454513884646975	77.44926265875492	399	18.408	18.408	18.408	10	1	-999	-999
331	18.5	0.8500000000000146	14.2	1.6158104411814203	0.009271324921416708	120.6	19.40546675745552	2.252321162052274	77.44926265875492	399	18.348333333333333	18.348333333333333	18.348333333333333	10	1	-999	-999
331	19	0.8500000000000146	14.3	1.6267967523934368	0.00893001811793165	115.6	19.55671252084549	2.2741195435248636	77.44926265875492	399	18.65	18.65	18.65	10	1	-999	-999
331	19.5	0.8500000000000146	15.6	1.7699084014660305	0.059905096185325114	0.002	20.124183641063553	2.3561435168893796	77.44926265875492	399	18.925	18.925	18.925	10	1	-999	-999
331	20	0.8500000000000146	16	1.8159620766987636	2.8555203269783203	0	20.71410672718924	2.4438054684613384	77.44926265875492	399	19.116666666666667	19.116666666666667	19.116666666666667	10	1	-999	-999
331	20.5	0.8500000000000146	15.1	1.7152077121490248	0.008000598006736307	0.001	20.006307509767993	2.3404410457357625	77.44926265875492	399	20.201999999999998	20.201999999999998	20.201999999999998	10	1	-999	-999
331	21	0.8500000000000146	16.5	1.875714301703404	0.005010866081657153	0.004	18.45428426317201	2.123167230730626	77.44926265875492	399	18.144000000000002	18.144000000000002	18.144000000000002	10	1	-999	-999
331	21.5	0.8500000000000146	20.4	2.396740611835854	0.005010866081657153	0.002	18.53431909536133	2.1332224370635977	77.44926265875492	399	17.994	17.994	17.994	10	1	-999	-999
331	22	0.8500000000000146	19.7	2.294413990581994	0.005010866081657153	0.001	18.188059886606656	2.086900840508928	77.44926265875492	399	18.084	18.084	18.084	10	1	-999	-999
331	22.5	0.8500000000000146	19.7	2.2928025831440415	0.005010866081657153	0.001	18.86131926213794	2.1755761376314764	77.44926265875492	399	18.337999999999997	18.337999999999997	18.337999999999997	10	1	-999	-999
331	23	0.8500000000000146	21.3	2.53065470347827	0.010304497181739862	0	18.719411157384886	2.1551225523727413	77.44926265875492	399	18.418	18.418	18.418	10	1	-999	-999
331	23.5	0.8500000000000146	21.6	2.577321184665959	0.005010866081657153	0	18.751420963687394	2.1589802961572016	77.44926265875492	399	18.386	18.386	18.386	10	1	-999	-999
332	0	0.8500000000000146	15.8	1.79469571259388	0.04996074211451494	0	18.994782564892716	2.1977178679337728	77.44926265875492	399	18.304	18.304	18.304	10	1	-999	-999
332	0.5	0.8500000000000146	15.8	1.7945156668763242	0.036468186283249424	0	18.331174365386495	2.1078673907625016	77.44926265875492	399	18.176	18.176	18.176	10	1	-999	-999
332	1	0.8500000000000146	14.8	1.6818846745421148	0.01862377902797493	0	18.015915602922856	2.065845548280021	77.44926265875492	399	18.29	18.29	18.29	10	1	-999	-999
332	1.5	0.8500000000000146	14.4	1.639165642766103	0.15777297317087727	0	17.93942092081789	2.05625867465007	77.44926265875492	399	18.458	18.458	18.458	10	1	-999	-999
332	2	0.8500000000000146	20.3	2.380311616048459	0.005010866081657153	0	18.968900462872366	2.1906137708189686	77.44926265875492	399	18.538	18.538	18.538	10	1	-999	-999
332	2.5	0.8500000000000146	21.6	2.5804267027115446	0.005010866081657153	0	18.808817692943215	2.169891195111608	77.44926265875492	399	18.346	18.346	18.346	10	1	-999	-999
332	3	0.8500000000000146	20.5	2.4120609942276126	0.005010866081657153	0.001	18.238068295037223	2.094224140462521	77.44926265875492	399	18.09	18.09	18.09	10	1	-999	-999
332	3.5	0.8500000000000146	21.1	2.4997883363369815	0.005010866081657153	0	18.323217738055362	2.1021515413043614	77.44926265875492	399	18.134	18.134	18.134	10	1	-999	-999
332	4	0.8500000000000146	18	2.0551491641524366	0.005010866081657153	0.001	18.969384839781792	2.1848688795203994	77.44926265875492	399	18.294	18.294	18.294	10	1	-999	-999
332	4.5	0.8500000000000146	19.9	2.3165253080454846	0.014243703137074853	0.001	18.973084663168283	2.185857412514155	77.44926265875492	399	18.49	18.49	18.49	10	1	-999	-999
332	5	0.8500000000000146	20.2	2.360658686579799	0.011727801061180649	0.308	19.22957414327199	2.2217675148896765	77.44926265875492	399	18.596	18.596	18.596	10	1	-999	-999
332	5.5	0.8500000000000146	20.5	2.4115772274818785	0.011631713714032455	108.6	19.032673983665212	2.2009515815165956	77.44926265875492	399	18.508	18.508	18.508	10	1	-999	-999
332	6	0.8500000000000146	20.6	2.4235736821941383	0.010778736048027484	121.7	17.27200007292598	1.966582185884219	77.44926265875492	399	17.904	17.904	17.904	10	1	-999	-999
332	6.5	0.8500000000000146	19.8	2.305450904900341	0.003991101637936504	122.1	19.092785697521805	2.2057046343739595	77.44926265875492	399	18.304	18.304	18.304	10	1	-999	-999
332	7	0.8500000000000146	20	2.334203864305937	0.003991101637936504	122.4	18.156144614497173	2.079243082328908	77.44926265875492	399	17.994	17.994	17.994	10	1	-999	-999
332	7.5	0.8500000000000146	20.7	2.438308519415856	0.004063382911469583	126.4	16.532137229837335	1.8755570078497374	77.44926265875492	399	17.568	17.568	17.568	10	1	-999	-999
